Medicine_ID,Medicine_Name,Generic_Name,Manufacturer,Medicine_Category,Dosage_Form,Strength,Pack_Size,Batch_Number,Manufacturing_Date,Expiry_Date,Days_to_Expiry,Initial_Quantity,Current_Stock,Quantity_Sold,Quantity_Wasted,Unit_Price,Stock_Value,Potential_Loss,Supplier,Storage_Location,Expiry_Status,Stock_Status
MED-0356,Glucophage,Metformin,Merck,Antidiabetic,Tablet,1000mg,60s,BN23276,2025-11-19,2027-07-10,327,403,140,263,0,40.8,5712,0,PharmaLink Distribution,Shelf A-2,Safe,Optimal
MED-0357,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,100s,BN98705,2026-01-25,2027-03-14,209,971,51,920,0,3.3,168.3,0,Medix Wholesale,Narcotics Safe,Safe,Low Stock
MED-0358,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN56861,2027-03-30,2028-08-13,727,999,755,244,0,10.17,7678.35,0,Apex Global Health,Shelf A-2,Safe,Overstocked
MED-0359,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,30s,BN69839,2025-12-27,2027-12-15,485,971,494,477,0,68.49,33834.06,0,Medix Wholesale,Shelf A-1,Safe,Optimal
MED-0360,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN23593,2026-11-08,2028-07-12,695,921,587,334,0,58.47,34321.89,0,Medix Wholesale,Shelf C-1,Safe,Overstocked
MED-0361,Singulair,Montelukast,Organon,Respiratory,Tablet,5mg,28s,BN99714,2025-07-25,2027-03-29,224,599,62,537,0,75.73,4695.26,0,BioCare Logistics,Shelf A-1,Safe,Low Stock
MED-0362,Glucophage,Metformin,Merck,Antidiabetic,Tablet,850mg,100s,BN11620,2026-07-16,2028-05-06,628,841,583,258,0,20.98,12231.34,0,Apex Global Health,Shelf C-1,Safe,Overstocked
MED-0363,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN96732,2026-09-28,2028-03-23,584,779,399,380,0,14.76,5889.24,0,OmniPharma Ltd.,Shelf C-1,Safe,Optimal
MED-0364,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,250mg,20s,BN76265,2027-01-13,2028-04-06,598,176,130,46,0,28.95,3763.5,0,Apex Global Health,Shelf B-1,Safe,Overstocked
MED-0365,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,250mg,100s,BN62858,2025-06-14,2027-02-04,171,554,415,139,0,49.78,20658.7,0,PharmaLink Distribution,Shelf B-2,Safe,Overstocked
MED-0366,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,100mcg,90s,BN75191,2025-10-13,2026-12-04,109,513,216,297,0,5.46,1179.36,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0367,Glucophage,Metformin,Merck,Antidiabetic,Tablet,1000mg,100s,BN76628,2026-09-05,2028-02-26,558,472,32,440,0,69.87,2235.84,0,BioCare Logistics,Shelf B-1,Safe,Low Stock
MED-0368,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,500mg,14s,BN69314,2025-07-19,2026-11-09,84,102,41,61,0,31.8,1303.8,1303.8,Apex Global Health,Shelf C-1,Near Expiry (31-90 Days),Optimal
MED-0369,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN16000,2027-01-23,2028-04-03,595,941,739,202,0,63.76,47118.64,0,BioCare Logistics,Shelf A-1,Safe,Overstocked
MED-0370,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,14s,BN25826,2026-09-04,2027-12-23,493,568,427,141,0,66.97,28596.19,0,Apex Global Health,Shelf A-1,Safe,Overstocked
MED-0371,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,5mg,30s,BN69048,2026-10-27,2028-07-11,694,237,132,105,0,2.86,377.52,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0372,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN76628,2025-05-27,2027-05-16,272,692,182,510,0,62.77,11424.14,0,Medix Wholesale,Shelf A-1,Safe,Optimal
MED-0373,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN76074,2026-03-13,2028-01-18,519,809,259,550,0,25.07,6493.13,0,Apex Global Health,Shelf B-1,Safe,Optimal
MED-0374,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,50mcg,90s,BN64099,2026-11-22,2028-04-23,615,963,723,240,0,47.69,34479.87,0,Apex Global Health,Narcotics Safe,Safe,Overstocked
MED-0375,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,10s,BN37487,2025-09-23,2027-09-09,388,453,349,104,0,13.45,4694.05,0,Medix Wholesale,Shelf C-1,Safe,Overstocked
MED-0376,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,500mg,10s,BN56168,2026-09-16,2028-07-04,687,783,432,351,0,58.13,25112.16,0,OmniPharma Ltd.,Shelf B-1,Safe,Optimal
MED-0377,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,5mg,30s,BN13312,2025-01-31,2027-01-09,145,157,30,127,0,24.53,735.9,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0378,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN18130,2026-06-02,2027-09-14,393,871,559,312,0,5.17,2890.03,0,BioCare Logistics,Shelf A-1,Safe,Overstocked
MED-0379,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN41142,2025-09-17,2027-09-06,385,780,53,727,0,78.93,4183.29,0,BioCare Logistics,Shelf B-2,Safe,Low Stock
MED-0380,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN11699,2025-07-29,2027-06-11,298,989,458,531,0,70.97,32504.26,0,Apex Global Health,Shelf C-1,Safe,Optimal
MED-0381,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,250mg,10s,BN48558,2025-10-28,2027-01-31,167,277,193,84,0,44.89,8663.77,0,BioCare Logistics,Shelf A-1,Safe,Overstocked
MED-0382,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,10mg,30s,BN27048,2025-09-16,2026-09-18,32,438,139,299,0,61.05,8485.95,8485.95,Medix Wholesale,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0383,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN91968,2026-01-12,2027-09-20,399,908,591,317,0,47.89,28302.99,0,PharmaLink Distribution,Narcotics Safe,Safe,Overstocked
MED-0384,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN78236,2025-04-07,2026-06-27,-51,525,149,376,149,46.81,6974.69,6974.69,PharmaLink Distribution,Shelf B-1,Expired,Optimal
MED-0385,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN53393,2025-08-15,2027-06-27,314,643,248,395,0,84.72,21010.56,0,PharmaLink Distribution,Shelf B-1,Safe,Optimal
MED-0386,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,50mcg,90s,BN15226,2026-03-29,2027-10-10,419,915,121,794,0,34.33,4153.93,0,OmniPharma Ltd.,Narcotics Safe,Safe,Low Stock
MED-0387,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,50mg,30s,BN77411,2026-06-11,2028-02-15,547,144,42,102,0,76.61,3217.62,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0388,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN31940,2026-08-20,2028-05-19,641,107,85,22,0,7.9,671.5,0,Medix Wholesale,Narcotics Safe,Safe,Overstocked
MED-0389,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,5mg,30s,BN80484,2026-03-10,2028-02-04,536,936,78,858,0,64.12,5001.36,0,Medix Wholesale,Shelf A-1,Safe,Low Stock
MED-0390,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,100mcg,90s,BN21471,2024-11-27,2026-04-04,-135,671,46,625,46,49.93,2296.78,2296.78,Medix Wholesale,Shelf B-1,Expired,Low Stock
MED-0391,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,10mg,30s,BN92603,2026-09-27,2027-10-05,414,498,349,149,0,12.26,4278.74,0,PharmaLink Distribution,Narcotics Safe,Safe,Overstocked
MED-0392,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN19514,2027-02-19,2028-04-13,605,396,159,237,0,52.54,8353.86,0,Apex Global Health,Shelf B-2,Safe,Optimal
MED-0393,Singulair,Montelukast,Organon,Respiratory,Tablet,5mg,28s,BN72126,2025-07-07,2026-09-14,28,864,220,644,0,68.23,15010.6,15010.6,OmniPharma Ltd.,Shelf B-1,Critical (<30 Days),Optimal
MED-0394,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN98773,2026-11-28,2027-12-03,473,666,149,517,0,12.67,1887.83,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0395,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN49936,2025-06-14,2026-09-30,44,522,282,240,0,14.25,4018.5,4018.5,Medix Wholesale,Shelf A-2,Near Expiry (31-90 Days),Optimal
MED-0396,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN25023,2025-10-01,2026-10-28,72,971,582,389,0,40.55,23600.1,23600.1,OmniPharma Ltd.,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0397,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,50mg,30s,BN22871,2025-02-23,2026-10-30,74,438,111,327,0,13.08,1451.88,1451.88,Medix Wholesale,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0398,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,50mg,30s,BN51652,2025-12-07,2027-10-18,427,775,318,457,0,59.71,18987.78,0,Medix Wholesale,Shelf C-1,Safe,Optimal
MED-0399,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,500mg,14s,BN66139,2025-05-23,2026-09-26,40,904,246,658,0,61.26,15069.96,15069.96,BioCare Logistics,Shelf B-1,Near Expiry (31-90 Days),Optimal
MED-0400,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,1%,100g,BN72908,2026-06-15,2027-11-18,458,598,287,311,0,11.48,3294.76,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0401,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,14s,BN44502,2025-12-26,2027-02-02,169,119,69,50,0,54.61,3768.09,0,OmniPharma Ltd.,Shelf C-1,Safe,Optimal
MED-0402,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN14804,2026-08-23,2028-05-25,647,583,339,244,0,66.45,22526.55,0,Apex Global Health,Shelf B-2,Safe,Optimal
MED-0403,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN70909,2025-07-28,2027-02-16,183,472,262,210,0,3.37,882.94,0,Medix Wholesale,Cold Storage 1,Safe,Optimal
MED-0404,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN30869,2024-11-25,2026-10-28,72,993,169,824,0,63.21,10682.49,10682.49,BioCare Logistics,Shelf B-1,Near Expiry (31-90 Days),Optimal
MED-0405,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,250mg,100s,BN40375,2025-01-24,2026-05-23,-86,143,52,91,52,19.56,1017.12,1017.12,Apex Global Health,Shelf B-2,Expired,Optimal
MED-0406,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN15230,2026-08-22,2027-10-13,422,820,538,282,0,54.77,29466.26,0,Apex Global Health,Narcotics Safe,Safe,Overstocked
MED-0407,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,625mg,20s,BN95678,2026-08-10,2028-07-09,692,955,84,871,0,45.12,3790.08,0,BioCare Logistics,Shelf A-2,Safe,Low Stock
MED-0408,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN55224,2026-05-19,2028-03-23,584,106,69,37,0,75.27,5193.63,0,BioCare Logistics,Shelf A-2,Safe,Overstocked
MED-0409,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN37723,2025-03-05,2026-09-06,20,716,387,329,0,69.9,27051.3,27051.3,Medix Wholesale,Shelf B-1,Critical (<30 Days),Optimal
MED-0410,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,30s,BN72786,2024-10-10,2026-09-06,20,953,440,513,0,4.35,1914,1914,PharmaLink Distribution,Shelf A-2,Critical (<30 Days),Optimal
MED-0411,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN92515,2027-04-11,2028-06-24,677,157,26,131,0,23.81,619.06,0,Medix Wholesale,Shelf C-1,Safe,Optimal
MED-0412,Singulair,Montelukast,Organon,Respiratory,Tablet,10mg,28s,BN96736,2025-10-24,2027-02-11,178,559,315,244,0,84.4,26586,0,BioCare Logistics,Shelf A-2,Safe,Optimal
MED-0413,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN86368,2025-07-06,2027-05-21,277,775,528,247,0,24.32,12840.96,0,Apex Global Health,Cold Storage 1,Safe,Overstocked
MED-0414,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN27329,2024-12-18,2026-09-11,25,980,536,444,0,58.96,31602.56,31602.56,Medix Wholesale,Cold Storage 1,Critical (<30 Days),Optimal
MED-0415,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN22214,2025-05-25,2027-03-29,224,652,6,646,0,76.5,459,0,BioCare Logistics,Shelf C-1,Safe,Low Stock
MED-0416,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,10mg,30s,BN79444,2026-09-10,2028-03-23,584,458,306,152,0,68.88,21077.28,0,OmniPharma Ltd.,Shelf A-1,Safe,Overstocked
MED-0417,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,5mg,30s,BN72539,2025-09-17,2027-02-09,176,712,561,151,0,36.21,20313.81,0,Medix Wholesale,Shelf A-1,Safe,Overstocked
MED-0418,Gaviscon,Sodium Alginate,Reckitt Benckiser,Gastrointestinal,Liquid,Standard,150ml,BN78126,2025-04-21,2026-08-04,-13,804,171,633,171,36.23,6195.33,6195.33,PharmaLink Distribution,Cold Storage 1,Expired,Optimal
MED-0419,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN44249,2026-04-09,2028-01-23,524,474,318,156,0,25.23,8023.14,0,BioCare Logistics,Shelf A-2,Safe,Overstocked
MED-0420,Crestor,Rosuvastatin,AstraZeneca,Cardiovascular,Tablet,20mg,30s,BN33425,2026-10-03,2028-06-06,659,359,162,197,0,50.16,8125.92,0,BioCare Logistics,Narcotics Safe,Safe,Optimal
MED-0421,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN68536,2026-03-10,2027-04-30,256,319,135,184,0,35.55,4799.25,0,Apex Global Health,Shelf C-1,Safe,Optimal
MED-0422,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN61000,2025-10-06,2026-11-21,96,943,153,790,0,41.41,6335.73,0,OmniPharma Ltd.,Shelf B-2,Safe,Optimal
MED-0423,Glucophage,Metformin,Merck,Antidiabetic,Tablet,500mg,100s,BN39067,2027-07-13,2028-07-31,714,841,398,443,0,79.28,31553.44,0,BioCare Logistics,Shelf C-1,Safe,Optimal
MED-0424,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,100mg,28s,BN32973,2027-02-03,2028-02-08,540,306,222,84,0,56.69,12585.18,0,OmniPharma Ltd.,Shelf B-1,Safe,Overstocked
MED-0425,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,20mg,14s,BN90634,2025-02-18,2026-08-21,4,344,187,157,0,2.52,471.24,471.24,Medix Wholesale,Shelf A-1,Critical (<30 Days),Optimal
MED-0426,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,1000mg,20s,BN97773,2027-03-29,2028-07-08,691,630,12,618,0,63.3,759.6,0,PharmaLink Distribution,Shelf A-1,Safe,Low Stock
MED-0427,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,500mg,14s,BN55544,2026-05-03,2027-08-26,374,720,204,516,0,40.02,8164.08,0,BioCare Logistics,Shelf C-1,Safe,Optimal
MED-0428,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,20mg,30s,BN63363,2027-05-05,2028-06-10,663,615,155,460,0,30.55,4735.25,0,PharmaLink Distribution,Shelf C-1,Safe,Optimal
MED-0429,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,1000mg,20s,BN59424,2026-01-31,2027-07-23,340,894,474,420,0,58.73,27838.02,0,OmniPharma Ltd.,Shelf A-1,Safe,Optimal
MED-0430,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN18854,2025-07-18,2027-06-29,316,818,240,578,0,68.51,16442.4,0,BioCare Logistics,Shelf B-1,Safe,Optimal
MED-0431,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN42539,2026-01-19,2027-12-29,499,866,355,511,0,8.77,3113.35,0,Medix Wholesale,Shelf B-2,Safe,Optimal
MED-0432,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN85197,2025-09-16,2027-05-29,285,854,209,645,0,21.88,4572.92,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0433,Nexium,Esomeprazole,AstraZeneca,Gastrointestinal,Capsule,20mg,14s,BN42728,2026-08-28,2027-11-15,455,897,114,783,0,12.39,1412.46,0,PharmaLink Distribution,Narcotics Safe,Safe,Low Stock
MED-0434,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,6s,BN80972,2026-09-15,2028-03-23,584,735,327,408,0,43.12,14100.24,0,OmniPharma Ltd.,Shelf B-1,Safe,Optimal
MED-0435,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN62150,2025-08-25,2026-10-29,73,155,87,68,0,68.44,5954.28,5954.28,BioCare Logistics,Shelf C-1,Near Expiry (31-90 Days),Optimal
MED-0436,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,500mg,100s,BN99959,2026-12-28,2028-02-27,559,815,535,280,0,40.46,21646.1,0,PharmaLink Distribution,Shelf A-1,Safe,Overstocked
MED-0437,Imodium,Loperamide,Johnson & Johnson,Gastrointestinal,Capsule,2mg,12s,BN86153,2024-11-23,2026-10-02,46,982,285,697,0,17.94,5112.9,5112.9,Apex Global Health,Shelf A-2,Near Expiry (31-90 Days),Optimal
MED-0438,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,1000mg,20s,BN57962,2025-06-25,2026-10-10,54,529,210,319,0,32.62,6850.2,6850.2,BioCare Logistics,Shelf B-1,Near Expiry (31-90 Days),Optimal
MED-0439,Synthroid,Levothyroxine,AbbVie,Endocrine,Tablet,50mcg,90s,BN85483,2025-10-11,2027-02-26,193,923,246,677,0,48.32,11886.72,0,BioCare Logistics,Shelf A-2,Safe,Optimal
MED-0440,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,100s,BN11276,2025-08-12,2026-10-19,63,969,549,420,0,46.55,25555.95,25555.95,Apex Global Health,Shelf B-2,Near Expiry (31-90 Days),Optimal
MED-0441,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN62219,2025-03-01,2026-03-31,-139,320,114,206,114,23.48,2676.72,2676.72,PharmaLink Distribution,Shelf B-2,Expired,Optimal
MED-0442,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN57226,2026-02-11,2027-08-06,354,120,57,63,0,12.5,712.5,0,OmniPharma Ltd.,Shelf A-2,Safe,Optimal
MED-0443,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,250mg,14s,BN56544,2026-08-16,2028-04-21,613,893,462,431,0,75.89,35061.18,0,BioCare Logistics,Shelf C-1,Safe,Optimal
MED-0444,Zoloft,Sertraline,Viatris,Antidepressant,Tablet,100mg,30s,BN31964,2026-03-26,2027-10-27,436,746,590,156,0,35.89,21175.1,0,PharmaLink Distribution,Shelf A-1,Safe,Overstocked
MED-0445,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,24s,BN51088,2025-09-12,2027-09-10,389,373,207,166,0,24.88,5150.16,0,BioCare Logistics,Shelf B-1,Safe,Optimal
MED-0446,Klacid,Clarithromycin,Abbott,Antibiotic,Tablet,500mg,14s,BN31930,2025-06-16,2026-08-19,2,845,140,705,0,57.12,7996.8,7996.8,PharmaLink Distribution,Shelf A-2,Critical (<30 Days),Optimal
MED-0447,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,24s,BN22524,2024-09-12,2026-06-19,-59,155,11,144,11,66.1,727.1,727.1,OmniPharma Ltd.,Shelf A-1,Expired,Low Stock
MED-0448,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,10s,BN21050,2026-07-15,2027-12-20,490,334,131,203,0,63.35,8298.85,0,BioCare Logistics,Narcotics Safe,Safe,Optimal
MED-0449,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN13744,2024-12-05,2026-05-20,-89,984,253,731,253,41.04,10383.12,10383.12,OmniPharma Ltd.,Shelf B-1,Expired,Optimal
MED-0450,Cipro,Ciprofloxacin,Bayer,Antibiotic,Tablet,500mg,10s,BN80685,2025-03-13,2026-11-01,76,746,403,343,0,54.96,22148.88,22148.88,OmniPharma Ltd.,Shelf B-2,Near Expiry (31-90 Days),Optimal
MED-0451,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,10mg,30s,BN73131,2025-07-04,2027-02-15,182,415,192,223,0,36.51,7009.92,0,Medix Wholesale,Shelf B-1,Safe,Optimal
MED-0452,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,10mg,30s,BN55073,2027-05-13,2028-05-16,638,804,508,296,0,80.62,40954.96,0,BioCare Logistics,Shelf B-1,Safe,Overstocked
MED-0453,Lipitor,Atorvastatin,Pfizer,Cardiovascular,Tablet,20mg,90s,BN88250,2024-11-10,2026-08-17,0,482,116,366,0,36.47,4230.52,4230.52,OmniPharma Ltd.,Shelf B-2,Critical (<30 Days),Optimal
MED-0454,Singulair,Montelukast,Organon,Respiratory,Tablet,4mg,28s,BN94671,2026-08-18,2027-12-08,478,369,45,324,0,37.33,1679.85,0,Medix Wholesale,Shelf C-1,Safe,Low Stock
MED-0455,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN94994,2026-01-19,2027-08-18,366,292,223,69,0,8.15,1817.45,0,Medix Wholesale,Shelf B-1,Safe,Overstocked
MED-0456,Zyrtec,Cetirizine,Johnson & Johnson,Antihistamine,Tablet,10mg,30s,BN45669,2026-12-28,2028-04-02,594,428,14,414,0,15.05,210.7,0,OmniPharma Ltd.,Shelf A-1,Safe,Low Stock
MED-0457,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,200mg,48s,BN45283,2025-10-08,2026-10-12,56,338,43,295,0,14.93,641.99,641.99,BioCare Logistics,Shelf A-2,Near Expiry (31-90 Days),Low Stock
MED-0458,Plavix,Clopidogrel,Sanofi,Cardiovascular,Tablet,75mg,28s,BN75325,2026-03-14,2028-03-04,565,910,37,873,0,29.75,1100.75,0,Medix Wholesale,Shelf A-1,Safe,Low Stock
MED-0459,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,1000mg,14s,BN81197,2026-01-23,2027-05-31,287,936,395,541,0,70.83,27977.85,0,PharmaLink Distribution,Narcotics Safe,Safe,Optimal
MED-0460,Ventolin,Albuterol,GlaxoSmithKline,Respiratory,Inhaler,100mcg,200 doses,BN42396,2025-09-10,2026-12-20,125,571,381,190,0,66.11,25187.91,0,OmniPharma Ltd.,Cold Storage 1,Safe,Overstocked
MED-0461,Lasix,Furosemide,Sanofi,Cardiovascular / Diuretic,Tablet,40mg,50s,BN52344,2024-11-14,2026-08-22,5,633,82,551,0,23.4,1918.8,1918.8,Apex Global Health,Shelf A-2,Critical (<30 Days),Low Stock
MED-0462,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,1%,50g,BN24801,2025-04-28,2026-10-11,55,115,30,85,0,68.04,2041.2,2041.2,OmniPharma Ltd.,Shelf A-1,Near Expiry (31-90 Days),Optimal
MED-0463,Singulair,Montelukast,Organon,Respiratory,Tablet,4mg,28s,BN15504,2026-03-30,2028-03-16,577,710,163,547,0,33.14,5401.82,0,PharmaLink Distribution,Shelf A-2,Safe,Optimal
MED-0464,Nurofen,Ibuprofen,Reckitt Benckiser,Analgesic / NSAID,Tablet,400mg,24s,BN99908,2025-12-17,2027-01-16,152,464,335,129,0,15.2,5092,0,OmniPharma Ltd.,Shelf A-1,Safe,Overstocked
MED-0465,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN51515,2026-03-27,2027-11-06,446,850,202,648,0,4.26,860.52,0,BioCare Logistics,Shelf B-1,Safe,Optimal
MED-0466,Panadol,Paracetamol,Haleon,Analgesic,Tablet,500mg,24s,BN73609,2027-01-12,2028-06-10,663,655,506,149,0,18.16,9188.96,0,Medix Wholesale,Shelf C-1,Safe,Overstocked
MED-0467,Voltaren,Diclofenac,Haleon,Analgesic / NSAID,Gel,2%,100g,BN46087,2026-10-12,2028-07-21,704,264,22,242,0,46.32,1019.04,0,BioCare Logistics,Shelf B-1,Safe,Low Stock
MED-0468,Augmentin,Amoxicillin + Clavulanate,GlaxoSmithKline,Antibiotic,Tablet,1000mg,20s,BN10094,2026-10-06,2028-04-17,609,851,194,657,0,75.34,14615.96,0,OmniPharma Ltd.,Shelf B-1,Safe,Optimal
MED-0469,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN18302,2026-11-04,2028-05-20,642,294,139,155,0,58.87,8182.93,0,OmniPharma Ltd.,Shelf A-2,Safe,Optimal
MED-0470,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,4s,BN63713,2026-01-19,2027-03-09,204,635,342,293,0,8,2736,0,Medix Wholesale,Shelf A-2,Safe,Optimal
MED-0471,Amoxil,Amoxicillin,GlaxoSmithKline,Antibiotic,Capsule,250mg,20s,BN73618,2024-11-02,2026-08-21,4,757,448,309,0,34.56,15482.88,15482.88,BioCare Logistics,Shelf C-1,Critical (<30 Days),Optimal
MED-0472,Diflucan,Fluconazole,Pfizer,Antifungal,Capsule,150mg,1s,BN58018,2025-08-20,2026-08-26,9,313,187,126,0,43.04,8048.48,8048.48,PharmaLink Distribution,Shelf B-2,Critical (<30 Days),Optimal
MED-0473,Januvia,Sitagliptin,MSD,Antihistamine,Tablet,50mg,28s,BN83140,2026-07-11,2028-01-15,516,913,730,183,0,7.31,5336.3,0,OmniPharma Ltd.,Shelf B-1,Safe,Overstocked
MED-0474,Norvasc,Amlodipine,Viatris,Cardiovascular,Tablet,5mg,30s,BN49833,2024-07-23,2026-04-14,-125,199,22,177,22,62.33,1371.26,1371.26,OmniPharma Ltd.,Shelf B-2,Expired,Low Stock
